id_url,github_owner,github_repo,fullfillers
https://gitcoin.co/issue/29514,reserve-protocol,protocol,"[['ufe-pr', '2022-12-13T23:40:33.425788Z'], ['cipherchum', '2022-12-10T22:21:06.316942Z']]"
https://gitcoin.co/issue/29512,reserve-protocol,protocol,"[['utgarda', '2022-12-14T04:37:57.447870Z'], ['shr1ftyy', '2022-12-13T22:40:05.473397Z']]"
https://gitcoin.co/issue/29511,reserve-protocol,protocol,"[['stobiewan', '2022-12-14T01:10:47.203098Z'], ['layer3software', '2022-12-13T02:14:50.201316Z'], ['irhonin', '2022-12-04T22:47:32.120073Z']]"
https://gitcoin.co/issue/29510,reserve-protocol,protocol,"[['gjaldon', '2022-11-28T03:54:20.763665Z']]"
https://gitcoin.co/issue/29509,reserve-protocol,protocol,"[['porco-rosso-j', '2022-12-04T23:03:34.201872Z'], ['shr1ftyy', '2022-12-04T22:57:45.917756Z']]"
https://gitcoin.co/issue/29508,reserve-protocol,protocol,"[['shr1ftyy', '2022-12-13T09:19:56.814360Z']]"
https://gitcoin.co/issue/29507,reserve-protocol,protocol,"[['stobiewan', '2022-12-14T00:58:15.359805Z'], ['layer3software', '2022-12-13T02:13:09.096321Z'], ['shalzz', '2022-12-12T09:10:12.522764Z'], ['joaovwfreire', '2022-12-12T05:46:04.851477Z']]"
https://gitcoin.co/issue/29506,reserve-protocol,protocol,"[['stobiewan', '2022-12-14T01:16:13.962035Z'], ['layer3software', '2022-12-13T02:09:39.580916Z'], ['nabetse00', '2022-11-26T18:38:18.038285Z']]"
https://gitcoin.co/issue/29505,reserve-protocol,protocol,"[['shr1ftyy', '2022-11-27T02:17:36.303606Z']]"
https://gitcoin.co/issue/29504,reserve-protocol,protocol,"[['shr1ftyy', '2022-11-27T02:15:59.786735Z']]"
https://gitcoin.co/issue/29503,reserve-protocol,protocol,[]
https://gitcoin.co/issue/29502,reserve-protocol,protocol,[]
https://gitcoin.co/issue/29501,reserve-protocol,protocol,"[['irhonin', '2022-12-12T11:51:07.358473Z']]"
https://gitcoin.co/issue/29500,reserve-protocol,protocol,[]
https://gitcoin.co/issue/29499,reserve-protocol,protocol,"[['setamies', '2022-12-14T05:49:08.098681Z']]"
https://gitcoin.co/issue/29498,reserve-protocol,protocol,[]
https://gitcoin.co/issue/29497,reserve-protocol,protocol,"[['1337-ishaan', '2022-12-14T05:18:24.237269Z'], ['larrythecucumber321', '2022-12-14T02:58:54.263313Z']]"
https://gitcoin.co/issue/29496,reserve-protocol,protocol,"[['larrythecucumber321', '2022-12-12T22:05:47.858984Z']]"
https://gitcoin.co/issue/29495,reserve-protocol,protocol,"[['garythisside1', '2022-12-10T23:27:26.755670Z']]"
https://gitcoin.co/issue/29494,reserve-protocol,protocol,"[['ufe-pr', '2022-12-13T23:44:54.432286Z'], ['tikisailor1', '2022-12-13T05:51:32.199624Z']]"
https://gitcoin.co/issue/29493,reserve-protocol,protocol,"[['sraver', '2022-12-12T00:23:31.555606Z']]"
https://gitcoin.co/issue/29492,reserve-protocol,protocol,"[['sraver', '2022-12-11T11:43:18.426749Z']]"
https://gitcoin.co/issue/29491,reserve-protocol,protocol,"[['stobiewan', '2022-12-13T22:46:39.495992Z']]"
https://gitcoin.co/issue/29490,reserve-protocol,protocol,[]
https://gitcoin.co/issue/29489,reserve-protocol,protocol,[]
https://gitcoin.co/issue/29488,reserve-protocol,protocol,[]
https://gitcoin.co/issue/29487,reserve-protocol,protocol,"[['hbac97', '2022-12-13T20:08:33.950931Z']]"
https://gitcoin.co/issue/29486,reserve-protocol,protocol,"[['garythisside1', '2022-12-10T23:10:05.101412Z']]"
https://gitcoin.co/issue/29485,reserve-protocol,protocol,[]
https://gitcoin.co/issue/29484,reserve-protocol,protocol,"[['sraver', '2022-12-11T11:48:29.042866Z']]"
https://gitcoin.co/issue/29483,reserve-protocol,protocol,"[['garythisside1', '2022-12-10T23:19:14.081669Z']]"
https://gitcoin.co/issue/29482,reserve-protocol,protocol,"[['setamies', '2022-12-13T08:29:08.499111Z']]"
https://gitcoin.co/issue/29481,reserve-protocol,protocol,"[['rude69', '2022-11-16T00:28:01.025089Z']]"
https://gitcoin.co/issue/29480,reserve-protocol,protocol,[]
https://gitcoin.co/issue/29447,everscale-org,docs,"[['sahildotexe', '2022-10-11T12:47:50Z']]"
https://gitcoin.co/issue/29442,MetisProtocol,metis,"[['captainahab0x', '2022-10-10T17:04:14.057827Z']]"
https://gitcoin.co/issue/29441,unstoppabledomains,gitcoin-bounties,"[['santicristobal', '2022-10-10T21:16:46.176243Z'], ['ayush035', '2022-10-10T17:27:28.188160Z'], ['berkayermis', '2022-10-10T17:05:56.834341Z'], ['tomijais', '2022-10-10T16:43:28.338181Z'], ['ananyaagupta', '2022-10-10T16:21:28.126987Z'], ['mangodta', '2022-10-10T15:51:46.402621Z'], ['sahildotexe', '2022-10-10T14:45:16.499785Z']]"
https://gitcoin.co/issue/29439,Qi-Dao-Mai-Finance,poapathon2021,"[['blascokoa', '2022-10-10T20:15:43Z'], ['captainahab0x', '2022-10-10T17:16:45.249253Z'], ['drew7wonders', '2022-10-10T15:25:10.031371Z']]"
https://gitcoin.co/issue/29438,MetisProtocol,metis,"[['captainahab0x', '2022-10-10T20:49:29Z'], ['solving-it', '2022-10-10T16:34:35.130073Z']]"
https://gitcoin.co/issue/29437,Matrix-RPS,bogohacks,"[['shadmoney', '2022-10-10T16:59:17Z'], ['santicristobal', '2022-10-10T15:58:56.678222Z'], ['mangodta', '2022-10-10T15:53:07.124640Z']]"
https://gitcoin.co/issue/29436,DAC-Portal,bogohacks-dac,"[['shadmoney', '2022-10-10T18:43:22Z'], ['captainahab0x', '2022-10-10T17:18:33.437814Z']]"
https://gitcoin.co/issue/29435,MetisProtocol,metis,"[['blascokoa', '2022-10-10T20:14:09Z'], ['shadmoney', '2022-10-10T18:42:59Z'], ['oscar88leonardo', '2022-10-10T16:37:33.296986Z'], ['pe4enable', '2022-10-10T12:38:12.528196Z']]"
https://gitcoin.co/issue/29426,XDC-Community,docs,"[['yash0501', '2022-10-07T03:49:27Z'], ['garythisside', '2022-10-11T14:46:15Z'], ['arpitaganatra', '2022-10-06T20:19:19.866990Z']]"
https://gitcoin.co/issue/29424,SecureSECO,SearchSECOController,"[['randomrandomnessanon', '2022-10-06T14:09:36.826520Z']]"
https://gitcoin.co/issue/29418,XDC-Community,docs,"[['libengd', '2022-10-06T12:14:49Z']]"
https://gitcoin.co/issue/29417,XDC-Community,docs,"[['libengd', '2022-10-06T11:32:19Z']]"
https://gitcoin.co/issue/29416,XDC-Community,docs,"[['yash0501', '2022-10-06T13:42:44Z'], ['pradeepsiddh', '2022-10-10T03:08:17.988826Z']]"
https://gitcoin.co/issue/29405,XDC-Community,docs,"[['mogithehurt', '2022-10-10T02:22:02Z']]"
https://gitcoin.co/issue/29388,XDC-Community,docs,"[['mogithehurt', '2022-10-01T13:37:16Z']]"
https://gitcoin.co/issue/29361,XDC-Community,docs,"[['mogithehurt', '2022-09-27T02:19:48Z']]"
https://gitcoin.co/issue/29354,XDC-Community,docs,"[['l2dy', '2022-09-24T13:21:34Z']]"
https://gitcoin.co/issue/29352,XDC-Community,docs,"[['libengd', '2022-09-26T12:37:22Z'], ['yash0501', '2022-09-26T20:07:06.550417Z']]"
https://gitcoin.co/issue/29351,XDC-Community,docs,"[['yash0501', '2022-09-26T11:00:28Z']]"
https://gitcoin.co/issue/29350,XDC-Community,docs,"[['yash0501', '2022-09-26T14:35:56Z']]"
https://gitcoin.co/issue/29349,XDC-Community,docs,"[['mogithehurt', '2022-09-23T16:43:40Z'], ['drew7wonders', '2022-09-25T09:49:09.607015Z']]"
https://gitcoin.co/issue/29338,XDC-Community,docs,"[['libengd', '2022-09-21T07:32:30Z']]"
https://gitcoin.co/issue/29337,XDC-Community,docs,"[['alexjorgef', '2022-09-26T03:24:17Z'], ['arpitaganatra', '2022-09-24T20:18:01.953932Z']]"
https://gitcoin.co/issue/29333,XDC-Community,docs,"[['l2dy', '2022-09-19T13:12:33Z']]"
https://gitcoin.co/issue/29332,XDC-Community,docs,"[['libengd', '2022-09-20T02:03:14Z'], ['menezesphill', '2022-09-20T14:18:16Z']]"
https://gitcoin.co/issue/29331,XDC-Community,docs,"[['yash0501', '2022-09-19T14:07:04Z']]"
https://gitcoin.co/issue/29330,XDC-Community,docs,"[['menezesphill', '2022-09-17T21:34:39Z']]"
https://gitcoin.co/issue/29315,nopslip,idegen,"[['woxly', '2022-10-06T17:44:58.105365Z']]"
https://gitcoin.co/issue/29304,Honest-Protocol,Gitcoin_Metamorphosis,"[['mawut0r', '2022-09-27T22:08:02Z'], ['nahnoneee', '2022-09-24T05:23:07.211608Z']]"
https://gitcoin.co/issue/29303,Honest-Protocol,Gitcoin_Metamorphosis,"[['mohd-taqiuddin', '2022-09-18T04:23:29Z'], ['garythisside', '2022-09-25T08:34:04Z'], ['denz-e', '2022-09-28T06:19:16Z'], ['sepandhaghighi', '2022-09-26T20:03:14.566891Z'], ['nahnoneee', '2022-09-21T12:21:00.493503Z']]"
https://gitcoin.co/issue/29302,Honest-Protocol,Gitcoin_Metamorphosis,"[['soptq', '2022-09-27T02:39:59Z'], ['tf0rs', '2022-09-27T19:34:52Z'], ['denz-e', '2022-09-28T04:57:22Z'], ['alexpam', '2022-09-28T05:38:00.017050Z'], ['fibrinlab', '2022-09-28T05:36:22.120283Z'], ['giraffekey', '2022-09-28T02:46:30.734470Z'], ['pfed-prog', '2022-09-28T00:36:22.157438Z'], ['silentkiller9369', '2022-09-26T21:49:03.588236Z'], ['sepandhaghighi', '2022-09-26T19:56:34.095505Z'], ['coffiasd', '2022-09-26T13:03:26.222966Z'], ['mohd-taqiuddin', '2022-09-18T04:12:09.193910Z']]"
https://gitcoin.co/issue/29301,Honest-Protocol,Gitcoin_Metamorphosis,"[['ttigre', '2022-09-25T07:34:03Z'], ['nescampos', '2022-09-26T20:02:08Z'], ['denz-e', '2022-09-28T06:18:57Z'], ['sepandhaghighi', '2022-09-27T22:20:02.271069Z'], ['nahnoneee', '2022-09-26T09:00:25.370139Z']]"
https://gitcoin.co/issue/29300,Honest-Protocol,Gitcoin_Metamorphosis,"[['coffiasd', '2022-09-26T12:58:24Z'], ['lljxx1', '2022-09-27T09:22:01Z'], ['tf0rs', '2022-09-27T19:23:20Z'], ['denz-e', '2022-09-28T05:01:21.457603Z'], ['giraffekey', '2022-09-28T02:45:37.633170Z'], ['pfed-prog', '2022-09-28T01:41:16.033768Z'], ['fibrinlab', '2022-09-27T23:08:56.382191Z'], ['sepandhaghighi', '2022-09-27T22:23:08.135168Z'], ['nahnoneee', '2022-09-27T07:12:42.918844Z'], ['mohd-taqiuddin', '2022-09-18T07:47:13.688683Z']]"
https://gitcoin.co/issue/29299,Honest-Protocol,Gitcoin_Metamorphosis,"[['mohd-taqiuddin', '2022-09-16T07:13:49Z'], ['denz-e', '2022-09-28T06:18:37Z'], ['ttigre', '2022-09-26T20:05:02Z'], ['pfed-prog', '2022-09-27T10:24:38.379028Z'], ['lucasespinosa28', '2022-09-25T11:41:16.082651Z'], ['drew7wonders', '2022-09-16T12:23:35.869968Z']]"
https://gitcoin.co/issue/29297,Honest-Protocol,Gitcoin_Metamorphosis,"[['giraffekey', '2022-09-28T02:23:27Z'], ['tf0rs', '2022-09-27T19:30:10Z'], ['denz-e', '2022-09-28T05:06:51Z'], ['hauwarh', '2022-09-28T15:42:35.378336Z'], ['tanas0', '2022-09-28T00:43:41.873261Z'], ['pfed-prog', '2022-09-28T00:30:12.937082Z'], ['fibrinlab', '2022-09-27T23:05:48.564582Z'], ['hosseinghodrati', '2022-09-27T03:15:04.988424Z'], ['mohd-taqiuddin', '2022-09-16T07:07:14.980535Z'], ['abmtf', '2022-09-15T06:27:51.356221Z']]"
https://gitcoin.co/issue/29296,XDC-Community,docs,"[['yash0501', '2022-09-14T12:01:13Z']]"
https://gitcoin.co/issue/29295,XDC-Community,docs,"[['menezesphill', '2022-09-14T00:34:38Z']]"
https://gitcoin.co/issue/29294,ever-guild,Everscale-SEW,"[['thanhlmm', '2022-09-11T14:50:32Z']]"
https://gitcoin.co/issue/29293,XDC-Community,docs,"[['arpitaganatra', '2022-09-13T08:01:54Z'], ['kashish0603', '2022-09-18T00:41:09.809346Z'], ['dhruv245', '2022-09-14T05:42:55.436276Z']]"
https://gitcoin.co/issue/29281,hoprnet,hopr-community,"[['ginanisque', '2022-09-26T06:26:33.586432Z']]"
https://gitcoin.co/issue/29271,iExecBlockchainComputing,iexec-apps,"[['ilievski-david', '2022-10-12T10:00:03Z']]"
https://gitcoin.co/issue/29270,iExecBlockchainComputing,iexec-apps,"[['ilievski-david', '2022-08-31T14:32:48Z']]"
https://gitcoin.co/issue/29265,ARK-Builders,arklib,"[['hhio618', '2022-10-20T14:49:02Z']]"
https://gitcoin.co/issue/29253,SecureSECO,SecureSECO,"[['xendarboh', '2022-09-20T23:08:13.613234Z']]"
https://gitcoin.co/issue/29234,Aut-Labs,contracts,"[['bshevchenko', '2022-08-18T13:33:16.473535Z']]"
https://gitcoin.co/issue/29233,Aut-Labs,contracts,[]
https://gitcoin.co/issue/29232,Aut-Labs,contracts,[]
https://gitcoin.co/issue/29231,Aut-Labs,contracts,"[['soptq', '2022-08-18T05:06:37.146598Z']]"
https://gitcoin.co/issue/29230,Aut-Labs,contracts,"[['bshevchenko', '2022-08-20T08:08:56.219256Z']]"
https://gitcoin.co/issue/29226,status-im,status-mobile,"[['qfrank', '2022-08-12T11:50:58.951095Z']]"
https://gitcoin.co/issue/29223,bcnmy,hyphen-widget,"[['stefan1612', '2022-08-16T04:18:53Z'], ['cjustinobi', '2022-08-23T22:22:53.513610Z'], ['gconnect', '2022-08-23T02:28:34.135256Z'], ['nwakakukaks', '2022-08-22T08:27:07.449500Z'], ['nwakaku', '2022-08-20T11:00:04.044657Z'], ['h1xten', '2022-08-19T20:45:31.797888Z'], ['nma100', '2022-08-17T13:26:05.345747Z'], ['shepherliu', '2022-08-13T02:07:09.469463Z'], ['soptq', '2022-08-11T06:01:40.710010Z']]"
https://gitcoin.co/issue/29222,bcnmy,mexa-sdk,"[['ramenjp', '2022-08-23T16:23:20.500866Z'], ['gconnect', '2022-08-23T02:34:57.206864Z'], ['yusrilfana', '2022-08-22T19:48:47.157502Z'], ['nwakaku', '2022-08-20T12:29:05.096683Z'], ['stefan1612', '2022-08-16T04:22:44.984455Z'], ['soptq', '2022-08-11T05:59:41.550588Z'], ['ktarun1419', '2022-08-10T17:59:31.332466Z']]"
https://gitcoin.co/issue/29221,bcnmy,mexa-sdk,[]
https://gitcoin.co/issue/29212,tezos-contrib,gitcoin-bounties,"[['ivan-tigan', '2022-08-23T08:57:03Z'], ['manni-io', '2022-08-28T22:55:09Z'], ['tezosmiami', '2022-08-28T23:55:01Z'], ['tkkdream', '2022-08-22T15:37:28.789684Z'], ['pokesi', '2022-08-22T10:11:30.472057Z'], ['antpong', '2022-08-12T06:21:40.649161Z']]"
https://gitcoin.co/issue/29211,tezos-contrib,gitcoin-bounties,"[['bild96', '2022-08-22T14:10:02.856740Z']]"
https://gitcoin.co/issue/29210,tezos-contrib,gitcoin-bounties,"[['waylad', '2022-08-20T22:44:45Z'], ['sanketnighot', '2022-08-23T12:58:57Z'], ['itsdhi', '2022-08-23T13:39:20Z']]"
https://gitcoin.co/issue/29206,PlatONnetwork,PlatON-x-Gitcoin-Bounty-,[]
https://gitcoin.co/issue/29204,PlatONnetwork,PlatON-x-Gitcoin-Bounty-,[]
https://gitcoin.co/issue/29202,PlatONnetwork,PlatON-x-Gitcoin-Bounty-,[]
https://gitcoin.co/issue/29200,unstoppabledomains,gitcoin-bounties,"[['vanshgehlot', '2022-09-05T20:08:24.013056Z'], ['itsdivgithub', '2022-09-05T17:07:20.322268Z'], ['webroyit', '2022-09-04T20:24:28.480501Z'], ['kartikchoubisa', '2022-09-04T19:25:04.789168Z'], ['dhrumishah', '2022-09-04T18:59:37.415283Z'], ['aviral10x', '2022-09-02T20:44:54.782417Z'], ['ayush035', '2022-08-31T21:09:51.464723Z'], ['electrone901', '2022-08-30T22:53:17.774646Z'], ['denimcodes', '2022-08-30T20:53:19.233945Z'], ['rolic-hub', '2022-08-29T00:24:18.726584Z'], ['metaversemoon', '2022-08-24T19:14:46.905284Z'], ['ananyaagupta', '2022-08-24T09:31:53.127148Z'], ['sahildotexe', '2022-08-24T07:31:37.784812Z'], ['adiig7', '2022-08-24T06:28:48.237471Z'], ['joc-rgb', '2022-08-24T02:39:58.117618Z'], ['jpswelch', '2022-08-24T00:44:53.078137Z'], ['quantumsqrl', '2022-08-23T23:56:49.603552Z'], ['coder4ever', '2022-08-23T23:04:44.377559Z'], ['realcheapny', '2022-08-23T22:44:30.301332Z'], ['fraanetski', '2022-08-23T20:28:51.591348Z'], ['nirman0706', '2022-08-23T20:13:56.543421Z'], ['shabbiryk', '2022-08-23T18:37:53.450602Z'], ['karangorania', '2022-08-23T18:24:50.715232Z'], ['lucianofbn', '2022-08-23T18:23:12.774162Z'], ['vishal-143x', '2022-08-23T18:20:24.153840Z'], ['shuajj', '2022-08-23T15:09:06.045789Z'], ['iamprabho', '2022-08-23T14:38:14.024179Z'], ['sabelomkhwanzi', '2022-08-23T12:32:10.794983Z'], ['laurenkumar', '2022-08-23T10:57:55.647143Z'], ['nonitmittal', '2022-08-23T10:03:29.998475Z'], ['rafared', '2022-08-22T22:26:10.668170Z'], ['rg12301', '2022-08-22T20:27:19.523278Z'], ['stefan1612', '2022-08-22T12:53:57.172628Z'], ['shepherliu', '2022-08-22T06:18:32.309561Z'], ['rukmani887799', '2022-08-21T13:46:44.374047Z'], ['janvinsha', '2022-08-21T08:30:59.777818Z'], ['ysongh', '2022-08-21T03:31:34.453657Z'], ['nwakakukaks', '2022-08-20T18:44:47.971620Z'], ['alluringambiguous', '2022-08-20T17:19:31.386938Z'], ['ikalonji', '2022-08-20T13:37:56.502068Z'], ['cjustinobi', '2022-08-19T08:52:54.555903Z'], ['giggling-ginger', '2022-08-19T03:48:38.291675Z'], ['h1xten', '2022-08-18T17:27:21.557420Z'], ['nwakaku', '2022-08-18T13:56:27.140583Z'], ['faithful1ofall', '2022-08-18T06:59:22.496640Z'], ['abhijeet0401', '2022-08-18T03:43:56.377345Z'], ['nshmadhani', '2022-08-18T00:43:35.238380Z'], ['blessingnwakaku', '2022-08-17T00:26:53.836632Z'], ['gconnect', '2022-08-16T00:56:48.358986Z'], ['sambitsargam', '2022-08-15T18:30:21.545730Z'], ['marcialarturo', '2022-08-15T01:08:54.422907Z'], ['soptq', '2022-08-06T08:32:27.372769Z']]"
https://gitcoin.co/issue/29192,unstoppabledomains,gitcoin-bounties,"[['hackware8', '2022-08-23T23:18:00.758664Z'], ['ayush035', '2022-08-23T23:04:44.305486Z'], ['yashwantx', '2022-08-23T22:50:14.298014Z'], ['5r33n', '2022-08-23T21:43:27.175795Z'], ['vishal-143x', '2022-08-23T21:14:19.754615Z'], ['0xvaibhav', '2022-08-23T21:04:07.687365Z'], ['arpitaganatra', '2022-08-23T20:09:27.574158Z'], ['adiig7', '2022-08-23T18:35:15.159503Z'], ['xavier-charles', '2022-08-23T17:43:59.842242Z'], ['dhruv-2003', '2022-08-23T17:14:06.788463Z'], ['rolic-hub', '2022-08-23T15:40:14.495543Z'], ['laurenkumar', '2022-08-23T14:49:30.785431Z'], ['aviral10x', '2022-08-23T14:19:33.801559Z'], ['0xfuje', '2022-08-23T13:22:12.719017Z'], ['nonitmittal', '2022-08-23T10:05:28.088027Z'], ['qmicon', '2022-08-23T10:00:15.503999Z'], ['markosneiders', '2022-08-23T09:14:45.064195Z'], ['gconnect', '2022-08-23T09:07:35.758125Z'], ['rg12301', '2022-08-22T20:26:02.347195Z'], ['leetdev', '2022-08-22T11:41:15.212638Z'], ['nwakakukaks', '2022-08-22T08:23:28.888357Z'], ['denimcodes', '2022-08-20T15:14:01.478776Z'], ['nwakaku', '2022-08-18T13:42:34Z'], ['blessingnwakaku', '2022-08-19T12:31:47.513139Z'], ['giggling-ginger', '2022-08-19T01:02:55.561396Z'], ['foufrix', '2022-08-09T12:19:09.256396Z'], ['soptq', '2022-08-03T14:03:56.729291Z']]"
https://gitcoin.co/issue/29191,unstoppabledomains,gitcoin-bounties,"[['vanshgehlot', '2022-09-02T22:38:40.412706Z'], ['ayush035', '2022-09-02T22:24:13.680047Z'], ['aviral10x', '2022-09-02T20:49:46.614909Z'], ['denimcodes', '2022-09-01T21:56:41.612318Z'], ['dhruv-2003', '2022-08-27T11:06:20.843574Z'], ['shuajj', '2022-08-24T10:21:54.980416Z'], ['nma100', '2022-08-23T19:02:10.812956Z'], ['laurenkumar', '2022-08-23T11:00:40.065660Z'], ['rg12301', '2022-08-22T20:28:25.133472Z'], ['shepherliu', '2022-08-22T06:20:40.390126Z'], ['rukmani887799', '2022-08-21T13:44:05.326160Z'], ['nwakakukaks', '2022-08-20T18:49:48.457976Z'], ['cjustinobi', '2022-08-19T09:11:27.529067Z'], ['nwakaku', '2022-08-18T14:00:28.057772Z'], ['blessingnwakaku', '2022-08-17T00:33:59.435468Z'], ['gconnect', '2022-08-16T00:53:02.778952Z'], ['sambitsargam', '2022-08-15T18:27:56.480009Z'], ['soptq', '2022-08-03T17:01:44.589457Z']]"
https://gitcoin.co/issue/29182,ARK-Builders,arklib,"[['hhio618', '2022-08-22T17:06:33.386321Z']]"
https://gitcoin.co/issue/29163,lukso-network,events-build-up-1-hackathon,"[['jordydutch', '2022-08-31T13:26:05Z'], ['h-sameri', '2022-08-30T20:39:28Z'], ['kelvinpraises', '2022-08-31T15:01:17.659041Z'], ['mellamanfico', '2022-08-31T15:00:47.628453Z'], ['zcstarr', '2022-08-31T14:34:28.076283Z'], ['badmwe', '2022-08-31T09:27:17.927273Z'], ['shanejonas', '2022-08-31T04:18:52.662771Z'], ['oscargarza356', '2022-08-30T14:45:57.121761Z'], ['shepherliu', '2022-08-25T10:01:31.049915Z'], ['binaryfxv', '2022-07-31T02:58:23.150273Z']]"
https://gitcoin.co/issue/29162,lukso-network,events-build-up-1-hackathon,"[['zoek1', '2022-08-31T06:24:41Z'], ['lucasespinosa28', '2022-08-30T23:58:05Z'], ['sambitsargam', '2022-08-31T14:36:26.566534Z'], ['waylad', '2022-08-31T10:23:09.935105Z'], ['kunal528', '2022-08-31T02:16:12.125450Z']]"
